p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
SGSM3	0.000472257120504612	1.08882262997382	0.259	0.127	1	6	SGSM3
PYCARD.3	0.000472494462020725	0.652172419683445	0.506	0.321	1	6	PYCARD
ECH1.2	0.000478226874064433	0.56270440153868	0.6	0.404	1	6	ECH1
FNDC3B.3	0.000487704521484636	-2.64486587383462	0.035	0.182	1	6	FNDC3B
TMA7	0.000497457517542815	-0.451192847044365	0.859	0.883	1	6	TMA7
BCL2L1.6	0.00049815147457826	-2.54157823931723	0.059	0.213	1	6	BCL2L1
RELB.3	0.000499110755505517	-1.43410094668903	0.165	0.338	1	6	RELB
SPPL2B	0.000500317491919024	1.6263564488409	0.129	0.045	1	6	SPPL2B
RNF138.2	0.000505239534199195	1.23842698228043	0.212	0.095	1	6	RNF138
CD58.1	0.000521799027272135	-1.13648026306948	0.188	0.369	1	6	CD58
GFOD1.4	0.000533577225193463	-1.25795311774962	0.176	0.364	1	6	GFOD1
GPR65.2	0.000533612206030893	0.633513839668579	0.494	0.312	1	6	GPR65
YPEL1.2	0.000539630880826364	0.676840162857805	0.518	0.357	1	6	YPEL1
SENP7.1	0.000544226129762475	0.7599343272973	0.459	0.284	1	6	SENP7
NDUFV3	0.000551888647172003	1.00045287693243	0.318	0.174	1	6	NDUFV3
APOL6.3	0.000553194744328084	-1.01340085648907	0.318	0.493	1	6	APOL6
TMEM203	0.000556603118173954	0.863733977024091	0.329	0.179	1	6	TMEM203
REL.5	0.000557017069298954	-1.46177433316178	0.494	0.596	1	6	REL
ITGAE.1	0.000559255490545855	-1.39812919487889	0.141	0.315	1	6	ITGAE
SNU13.3	0.000559559735201979	0.525450815257096	0.671	0.47	1	6	SNU13
HIST1H4C.2	0.00056390126169498	0.555304794212041	0.871	0.721	1	6	HIST1H4C
ARHGAP12	0.000564723753014832	1.34448520058906	0.153	0.058	1	6	ARHGAP12
NFATC2.2	0.000568600276239181	-0.949548848760079	0.341	0.51	1	6	NFATC2
TMC8.2	0.00057124081040294	0.717577182670414	0.494	0.328	1	6	TMC8
PPA2.1	0.000572053629874178	1.14405173692506	0.2	0.087	1	6	PPA2
RPLP2.2	0.000583320372879466	0.255972159473265	0.988	0.982	1	6	RPLP2
PHLDB2.2	0.000585135089228624	-2.49148210750649	0.024	0.165	1	6	PHLDB2
EIF3M.3	0.000595197002018151	0.570430681929695	0.635	0.461	1	6	EIF3M
SARAF.1	0.000599590842426873	0.366547485403707	0.929	0.841	1	6	SARAF
METAP1	0.000606875105860849	1.10481947033465	0.212	0.095	1	6	METAP1
BAZ1A.2	0.000609200801038406	-0.93617399451568	0.306	0.494	1	6	BAZ1A
ARID1A.1	0.000610088955184321	-1.09124121048378	0.271	0.437	1	6	ARID1A
CMKLR1.2	0.000610488799597634	-7.23062181994269	0	0.123	1	6	CMKLR1
IFI44L.4	0.000615455863955898	1.06183334058751	0.329	0.185	1	6	IFI44L
ZDHHC2	0.0006249453231751	0.962077189467153	0.318	0.172	1	6	ZDHHC2
MIR155HG.6	0.00063576253565266	-4.97748683688249	0.024	0.158	1	6	MIR155HG
PTBP2	0.000638921719348664	1.10166885515303	0.235	0.112	1	6	PTBP2
AC067852.2	0.000650688972874317	1.55201249129817	0.106	0.033	1	6	AC067852.2
GRK5	0.000664056899603092	-7.16531525095353	0	0.121	1	6	GRK5
SH3BGRL.3	0.000675886312180661	0.488667023283626	0.635	0.425	1	6	SH3BGRL
TRAF1.5	0.000679814985123544	-2.85586515591848	0.082	0.231	1	6	TRAF1
NT5C.1	0.000695309636214843	0.78232735963949	0.447	0.281	1	6	NT5C
SCRN1	0.0007151429734678	1.25970956695132	0.165	0.066	1	6	SCRN1
KLHL42	0.000719352655646006	1.39526788425554	0.153	0.06	1	6	KLHL42
NEDD1	0.000731761390338434	0.949854991563087	0.271	0.137	1	6	NEDD1
STAMBPL1	0.000743536037870637	1.34448520058906	0.153	0.06	1	6	STAMBPL1
PHC3	0.000748959371921985	1.46785091570026	0.141	0.053	1	6	PHC3
CRY1.2	0.000760522730494497	-3.82151278092069	0.012	0.139	1	6	CRY1
PABPC1.3	0.000763526670382647	0.547673072174757	0.612	0.418	1	6	PABPC1
PAXX.3	0.000766037198753292	0.433992650680925	0.741	0.584	1	6	PAXX
TGIF1.2	0.000766912486634798	-1.12377116145701	0.129	0.309	1	6	TGIF1
LIM2.2	0.000769182315849598	-2.64955217418943	0.024	0.16	1	6	LIM2
LUC7L3.2	0.000788477453848301	0.376328397331688	0.906	0.764	1	6	LUC7L3
CCNI	0.000796837123101489	0.396131723554422	0.929	0.856	1	6	CCNI
ZNF420	0.00080061852281789	1.61169321148615	0.106	0.034	1	6	ZNF420
ATIC.2	0.000803758760662775	1.1067580428823	0.224	0.105	1	6	ATIC
UPF3A	0.000805893535374136	1.16606618640485	0.294	0.162	1	6	UPF3A
MAP2K3.4	0.000817159892894533	-1.3111095250177	0.2	0.367	1	6	MAP2K3
TIAL1	0.000835745916566265	0.691471891149008	0.576	0.413	1	6	TIAL1
RPL36AL.2	0.000840634119020331	-0.335946818285273	0.929	0.978	1	6	RPL36AL
CENPJ	0.00084209752598246	1.47647277760364	0.141	0.054	1	6	CENPJ
MPST.2	0.000845331713624917	0.92666042265546	0.294	0.157	1	6	MPST
RABGAP1L.1	0.000850126704996749	0.727159738101843	0.4	0.238	1	6	RABGAP1L
KAT6B	0.000893847370930422	0.757298107245956	0.471	0.323	1	6	KAT6B
PTEN	0.000907054565350375	0.710319650201206	0.447	0.287	1	6	PTEN
VPS13B.2	0.000913640625212313	1.04517929347377	0.259	0.131	1	6	VPS13B
APOBEC3C.2	0.000937733024503063	-0.723968893074295	0.6	0.709	1	6	APOBEC3C
EEF2.3	0.000956044407654679	0.452332429671856	0.729	0.518	1	6	EEF2
NDUFB9	0.000967845304975504	0.932573447610785	0.271	0.138	1	6	NDUFB9
ZKSCAN1	0.000981688716143932	0.963892580914182	0.424	0.29	1	6	ZKSCAN1
ACAT2	0.000984387388672773	1.33344232457504	0.165	0.069	1	6	ACAT2
SNRPN.3	0.000993979752752128	0.647871523568805	0.506	0.336	1	6	SNRPN
GSPT2	0.000996508018319133	1.2013147747799	0.188	0.083	1	6	GSPT2
HIP1.2	0.0010201235165701	0.94709978539852	0.294	0.159	1	6	HIP1
GAB3.3	0.00102105947094098	-1.16733168995412	0.212	0.37	1	6	GAB3
SURF2	0.00105426581791253	1.06017442609554	0.235	0.116	1	6	SURF2
GATAD1.1	0.00106631649834536	0.792902285411574	0.365	0.213	1	6	GATAD1
ITGB2-AS1	0.00107953427048699	1.5250724535743	0.118	0.041	1	6	ITGB2-AS1
EXOSC2.1	0.00109548475745192	0.938123340833232	0.2	0.09	1	6	EXOSC2
HMGN1.2	0.00110523812526811	0.437605740087425	0.729	0.526	1	6	HMGN1
AC005261.1	0.00111138108280096	0.759530430077213	0.376	0.222	1	6	AC005261.1
SMAP2	0.00111141517812995	0.654078148996007	0.518	0.35	1	6	SMAP2
ZMIZ1.1	0.00111302273738096	1.44748604794956	0.212	0.103	1	6	ZMIZ1
FAM241A.1	0.00112030015846244	1.41152808514248	0.129	0.048	1	6	FAM241A
ZBTB16.3	0.00113758727132019	-1.18682835626244	0.176	0.346	1	6	ZBTB16
PHKB	0.00115771733324915	1.2691556001907	0.2	0.093	1	6	PHKB
HADH	0.00116935797967316	1.5170429973437	0.176	0.078	1	6	HADH
STN1.1	0.00117512017906118	0.932281105444694	0.259	0.132	1	6	STN1
SYNGR1.1	0.00117649783738793	-3.59157685697125	0.012	0.131	1	6	SYNGR1
TMEM238	0.0011786798751114	1.3829373387215	0.165	0.07	1	6	TMEM238
CNBP.2	0.00119659953391829	0.448106993705945	0.812	0.708	1	6	CNBP
DYNC1H1.1	0.00120772909979174	0.616328804550677	0.565	0.442	1	6	DYNC1H1
ARPC5L.4	0.00122599699545446	-0.764661647057112	0.435	0.588	1	6	ARPC5L
KDM5B.2	0.00124502684443335	1.00717867483785	0.282	0.152	1	6	KDM5B
SELENOH.2	0.00125873947047224	0.528737756793168	0.553	0.37	1	6	SELENOH
CBX3.1	0.0012621817994517	0.630933579741114	0.518	0.352	1	6	CBX3
DARS.2	0.00127040175228621	0.927456422725873	0.341	0.199	1	6	DARS
SNHG1	0.00128001058725435	1.20594654075634	0.153	0.062	1	6	SNHG1
DDAH2.1	0.00128021538771762	1.10048613919909	0.282	0.155	1	6	DDAH2
PPT1.1	0.00128625777890156	0.884376901398122	0.282	0.151	1	6	PPT1
CYTOR.3	0.00130029340319257	-2.60681716077689	0.035	0.165	1	6	CYTOR
NEPRO	0.00130502714634979	0.949963838674909	0.247	0.125	1	6	NEPRO
PIM3.6	0.0013376805302671	-2.38061038224608	0.141	0.284	1	6	PIM3
WBP11.1	0.00134196869151927	0.587985501585165	0.506	0.343	1	6	WBP11
PRMT2.2	0.00134287251124737	0.965953353370318	0.341	0.211	1	6	PRMT2
WDSUB1	0.00135510627638414	1.27637175240421	0.176	0.078	1	6	WDSUB1
ZMAT1	0.00136010400488609	1.33297975973733	0.165	0.071	1	6	ZMAT1
THOC2.2	0.00136812172692442	0.638377099968903	0.506	0.34	1	6	THOC2
IRF4.4	0.00137575434056722	-7.57597767151443	0	0.109	1	6	IRF4
LMNA.1	0.00137829109610481	1.69749330092287	0.106	0.036	1	6	LMNA
PAPOLG	0.00139745374176454	0.789008817153334	0.318	0.177	1	6	PAPOLG
C17orf49.1	0.00140692403706765	-0.719530366990593	0.353	0.512	1	6	C17orf49
GABPB1-AS1	0.00141161303262647	1.18956259869886	0.165	0.07	1	6	GABPB1-AS1
FAF1	0.00144037624293177	0.839832577340372	0.271	0.141	1	6	FAF1
FAM122B	0.0014557838967249	1.22368209187682	0.188	0.086	1	6	FAM122B
KIAA0232.3	0.0014672071983116	-1.28087897670237	0.082	0.237	1	6	KIAA0232
CRELD2.3	0.00146948559619381	0.896130397057704	0.212	0.1	1	6	CRELD2
UBB.3	0.00147410190906685	-0.43184580614268	0.859	0.944	1	6	UBB
PTGDR.3	0.00148166338481458	0.602495904689461	0.494	0.33	1	6	PTGDR
TRBC2.2	0.00148408278226185	-0.696161092780248	0.635	0.733	1	6	TRBC2
EDEM3	0.00152471286571366	1.17764231731128	0.188	0.086	1	6	EDEM3
MYBL1.2	0.00153983027963285	-1.55919166873728	0.118	0.267	1	6	MYBL1
DDT.2	0.00156170093093101	0.550337625337799	0.588	0.419	1	6	DDT
RUFY2	0.00159739653993321	1.09060746592709	0.165	0.07	1	6	RUFY2
HIST1H2AC.2	0.00162005389627085	0.859337155091645	0.224	0.109	1	6	HIST1H2AC
WSB1.1	0.00162366089160184	0.439248768729902	0.635	0.453	1	6	WSB1
AC025171.2	0.00162646849282913	1.03394067221126	0.176	0.078	1	6	AC025171.2
PPA1.3	0.00164935897442291	0.665341106885998	0.329	0.185	1	6	PPA1
CCNDBP1.1	0.00166933273127041	0.510803251134207	0.6	0.425	1	6	CCNDBP1
TRIR	0.00167225237531845	-0.341941491118887	0.8	0.887	1	6	TRIR
FRY	0.00167725070607207	1.76437760775503	0.106	0.037	1	6	FRY
ADAM10.1	0.00167765362543996	-0.9912641500523	0.259	0.418	1	6	ADAM10
PRIMPOL	0.00168811489191737	1.26735421931276	0.129	0.049	1	6	PRIMPOL
PSME2.3	0.00168893295976425	-0.699474874491823	0.612	0.682	1	6	PSME2
C2CD5	0.0016983318281297	1.08974906763874	0.188	0.086	1	6	C2CD5
SRGN.2	0.00174151152412375	-0.426584750725534	0.965	0.963	1	6	SRGN
PHLDA1.5	0.00174333601056029	-2.46217568294997	0.035	0.163	1	6	PHLDA1
KLRD1.2	0.00179350671226313	0.307617488518714	0.906	0.906	1	6	KLRD1
SMCR5	0.00179937447328424	1.3238414444753	0.153	0.064	1	6	SMCR5
USP25	0.00182565036239985	0.606581514793826	0.318	0.173	1	6	USP25
OSTF1.4	0.0018336408336284	-0.583061575663247	0.682	0.738	1	6	OSTF1
CD72.5	0.0018379395759049	-7.42295293208011	0	0.103	1	6	CD72
C16orf58	0.00185192264903295	1.50174774594263	0.118	0.044	1	6	C16orf58
VPS41	0.00185340289036815	0.759021638838375	0.306	0.169	1	6	VPS41
SERBP1.4	0.00189966963235526	0.344460678237928	0.847	0.756	1	6	SERBP1
TC2N.2	0.00190386225795075	0.934831024493845	0.294	0.168	1	6	TC2N
AC007384.1.1	0.00192616199558111	1.06858766559665	0.188	0.087	1	6	AC007384.1
SEPTIN7.1	0.00193833909958789	-0.308405241091422	0.976	0.948	1	6	SEPTIN7
HSH2D.3	0.0019589851591088	0.705416656346617	0.447	0.294	1	6	HSH2D
AVEN	0.00196259810209682	1.50665937349349	0.129	0.051	1	6	AVEN
CAPRIN2	0.00196578659389918	1.21527000462695	0.165	0.072	1	6	CAPRIN2
WDR54	0.00196617571998871	1.38867476731995	0.118	0.044	1	6	WDR54
MRI1.1	0.00201760021131018	0.995643815497495	0.271	0.147	1	6	MRI1
PLXND1	0.00201785640828745	1.44883127354372	0.129	0.051	1	6	PLXND1
ZFYVE27	0.00202817438595058	0.952253508432323	0.224	0.112	1	6	ZFYVE27
PKM.5	0.00203088538378407	-1.73750847601577	0.341	0.466	1	6	PKM
TATDN1.2	0.0020352498868748	1.12715072571043	0.224	0.114	1	6	TATDN1
MFSD10	0.00203633461452345	0.490980630075796	0.518	0.339	1	6	MFSD10
POLK	0.00208024287920538	1.03299532577144	0.212	0.104	1	6	POLK
LAIR2.2	0.00208464705178123	-7.45366881380185	0	0.101	1	6	LAIR2
SUN2.3	0.00208831356437098	0.441492819215901	0.765	0.61	1	6	SUN2
ARHGAP9.2	0.00219219071197485	0.557391936590209	0.6	0.452	1	6	ARHGAP9
PTPN12.2	0.00219221666804393	-0.860064581073369	0.341	0.492	1	6	PTPN12
CARF	0.00219250117478288	1.28875205665639	0.153	0.066	1	6	CARF
ST6GALNAC4	0.00219322088320784	1.29561957372034	0.176	0.081	1	6	ST6GALNAC4
KLRB1.4	0.00219990469909762	-0.564708943770455	0.706	0.782	1	6	KLRB1
ZCRB1.1	0.00221862268260218	0.756666545402336	0.329	0.192	1	6	ZCRB1
CHD7	0.00222338827651819	-3.44598673122687	0.012	0.12	1	6	CHD7
ATP6V0C	0.00223932385188129	0.410385028799674	0.788	0.649	1	6	ATP6V0C
MCUB.2	0.00224446844354671	0.91045925950281	0.4	0.267	1	6	MCUB
BACH2.4	0.00226409916978028	0.278527522527746	0.447	0.264	1	6	BACH2
PRKDC.1	0.00227475315272762	0.524328690698417	0.588	0.445	1	6	PRKDC
PNKD.1	0.00228395812115109	0.977024413971523	0.212	0.104	1	6	PNKD
NT5C2	0.0022991673295232	1.02235206866599	0.224	0.114	1	6	NT5C2
PSMD6-AS1	0.0023116234865179	1.439583071689	0.106	0.038	1	6	PSMD6-AS1
GIGYF1	0.00231215117654286	0.621424612002883	0.388	0.237	1	6	GIGYF1
RBSN	0.0023187263758982	1.26046871789086	0.129	0.051	1	6	RBSN
PIP4K2B	0.00232288724734866	1.36090688449308	0.141	0.058	1	6	PIP4K2B
DUSP2.5	0.0023797986274003	-0.471775041012717	0.647	0.4	1	6	DUSP2
HLA-E.1	0.00238693834483703	-0.284508049562938	1	0.991	1	6	HLA-E
S1PR4.2	0.00239327299616468	0.433018991333657	0.529	0.35	1	6	S1PR4
ATP6V1H	0.00243365270713079	1.01700355865707	0.2	0.097	1	6	ATP6V1H
PTPRE.1	0.00246563319314794	-1.0077339030642	0.188	0.351	1	6	PTPRE
FCMR.4	0.00247013130661137	-1.38614444462867	0.2	0.34	1	6	FCMR
GFM2	0.00247943126460077	1.32824833709328	0.141	0.059	1	6	GFM2
NECAP2.1	0.00254024407449134	0.750680730397884	0.306	0.174	1	6	NECAP2
MAN1A1.1	0.0025491264620691	-1.51608023774562	0.082	0.22	1	6	MAN1A1
ARHGEF7.1	0.00257776257141413	0.995576536138773	0.271	0.152	1	6	ARHGEF7
GLI4	0.00258947829547191	1.5728845980246	0.106	0.038	1	6	GLI4
METTL6	0.00261059906165892	1.56344596193471	0.106	0.038	1	6	METTL6
CKLF.2	0.00267410338146205	0.372753881664835	0.694	0.511	1	6	CKLF
SDCCAG8	0.00267877135518178	1.01069917347147	0.165	0.073	1	6	SDCCAG8
PIK3C2A	0.00270223553264873	1.28875205665639	0.153	0.066	1	6	PIK3C2A
CASP9	0.00270257561997777	1.48593806476476	0.106	0.038	1	6	CASP9
ENO1.3	0.00276504470766656	0.315086134044433	0.765	0.657	1	6	ENO1
NAP1L1.3	0.00289540563525646	0.347969369032707	0.753	0.602	1	6	NAP1L1
GZF1	0.00290040751838664	1.25406854479779	0.118	0.045	1	6	GZF1
ZFAS1.2	0.00291955343098319	0.669338598979761	0.565	0.444	1	6	ZFAS1
AL157938.3	0.00294657159102137	1.31536266471707	0.129	0.052	1	6	AL157938.3
DNAJC4.3	0.00294660167229719	1.01680037670449	0.247	0.135	1	6	DNAJC4
PBXIP1.2	0.00295308861578243	0.650238097191492	0.424	0.28	1	6	PBXIP1
COQ8A	0.00295590119156434	1.24165651554605	0.165	0.075	1	6	COQ8A
CTSD.4	0.00300429174009411	0.280730859505787	0.859	0.699	1	6	CTSD
OSER1-DT	0.00300519251121923	1.48712465522226	0.129	0.053	1	6	OSER1-DT
CTNNA1.1	0.00304247113635916	-1.93073139243686	0.012	0.117	1	6	CTNNA1
MRFAP1	0.00309697830658357	-0.696327325309684	0.306	0.473	1	6	MRFAP1
RNF149.1	0.00309715358667002	-1.43139403960687	0.082	0.217	1	6	RNF149
ATP10D	0.00310848374598867	1.02235206866599	0.212	0.108	1	6	ATP10D
HLA-DMA	0.00311062188855662	1.25091640951082	0.129	0.053	1	6	HLA-DMA
MRPL14.3	0.00314928583871121	0.459556233082044	0.518	0.349	1	6	MRPL14
UBE2F.2	0.00315276944208788	-0.963066440521871	0.329	0.459	1	6	UBE2F
FGD3.2	0.00317691901706067	0.55202736906489	0.494	0.344	1	6	FGD3
MDC1	0.00318589236211728	1.25091640951082	0.165	0.076	1	6	MDC1
SESN3	0.00319080816631407	0.965668826340832	0.165	0.075	1	6	SESN3
MCL1.3	0.00321363403154868	-0.645228259260217	0.4	0.588	1	6	MCL1
SLC25A4	0.00325510014704511	-3.33455952222776	0.012	0.114	1	6	SLC25A4
ATP5MC2.3	0.00326572191716451	0.393830374680836	0.847	0.778	1	6	ATP5MC2
THRAP3.2	0.0032727305981454	0.311863848196884	0.812	0.646	1	6	THRAP3
MLLT6.2	0.00330512098732201	-0.683871854591343	0.353	0.509	1	6	MLLT6
VPS35	0.00332930790249567	0.637583932501478	0.435	0.295	1	6	VPS35
EIF2S3.1	0.00333105335241497	0.519516538443319	0.541	0.367	1	6	EIF2S3
SH3KBP1	0.00334904016382963	-0.758061331378385	0.459	0.572	1	6	SH3KBP1
BTF3L4.1	0.00335116961911948	0.646995129524575	0.306	0.173	1	6	BTF3L4
ZSCAN18	0.0034018735310173	1.18979692388462	0.153	0.068	1	6	ZSCAN18
AUTS2.3	0.00344856799775143	-0.960008625565952	0.212	0.366	1	6	AUTS2
ZNF92.2	0.00349787264189703	0.828955341889841	0.353	0.222	1	6	ZNF92
GTF3A.1	0.00350340666345147	0.53050872056287	0.624	0.484	1	6	GTF3A
TSPAN3	0.00350991323583603	0.657958221735333	0.412	0.277	1	6	TSPAN3
ST13.2	0.00352306456714522	0.483574185905685	0.624	0.485	1	6	ST13
GADD45B.4	0.00352508807401794	-1.57428092917714	0.518	0.609	1	6	GADD45B
CALCOCO2.2	0.00354033902730577	0.611450278723922	0.435	0.293	1	6	CALCOCO2
MDN1	0.00357732828204823	0.926853582026785	0.294	0.173	1	6	MDN1
RALGDS.2	0.00359951780650059	-0.748384145722523	0.282	0.442	1	6	RALGDS
BANF1.3	0.00362089819123394	0.537238213672774	0.553	0.411	1	6	BANF1
FBXW8	0.00363263643016145	1.39046623105214	0.118	0.047	1	6	FBXW8
KIF21B.2	0.00363866755735418	-2.53395154944661	0.024	0.131	1	6	KIF21B
SEPTIN9.1	0.003665095718928	0.761247115172153	0.271	0.15	1	6	SEPTIN9
RAI1	0.00370313148995009	1.20332178743894	0.153	0.069	1	6	RAI1
CIB1.2	0.00375886582932741	-0.537774495437217	0.471	0.624	1	6	CIB1
POMP.3	0.003775781420934	-0.658014068674789	0.447	0.581	1	6	POMP
CCDC50	0.00377869364696619	0.965668826340832	0.176	0.083	1	6	CCDC50
PACS2	0.00381131927543967	1.39526788425554	0.141	0.062	1	6	PACS2
NCOA6	0.00382782528595433	1.06456140552564	0.2	0.1	1	6	NCOA6
ASB8.1	0.00383328335206983	0.677686502403494	0.365	0.227	1	6	ASB8
UGDH	0.00383348585087655	1.31536266471707	0.129	0.054	1	6	UGDH
FKBP3	0.00386436977247597	0.701152973177271	0.365	0.231	1	6	FKBP3
TMEM185B.1	0.00388676485152239	1.16075443417955	0.153	0.069	1	6	TMEM185B
THEMIS2.2	0.00388752480674774	-1.92063192055391	0.047	0.164	1	6	THEMIS2
TNFSF10.3	0.00390434161720574	0.380907682161383	0.471	0.326	1	6	TNFSF10
HERC4	0.00390872212579736	0.921278145325585	0.224	0.117	1	6	HERC4
LYRM7	0.00394119680874934	1.02952566687117	0.235	0.129	1	6	LYRM7
CCM2.2	0.00395519775014282	0.444192254484453	0.553	0.38	1	6	CCM2
ZNF141	0.00397719440704636	1.36066149066056	0.106	0.04	1	6	ZNF141
CEP170	0.00399627984280853	1.20594654075634	0.141	0.061	1	6	CEP170
DDIT3	0.00399632756580104	0.826043840851406	0.282	0.163	1	6	DDIT3
CARHSP1	0.00401517552979458	0.5612525410978	0.4	0.251	1	6	CARHSP1
EIF1.2	0.00402201675502424	-0.377829736786155	0.941	0.935	1	6	EIF1
ADH5.2	0.00408204532957385	0.737326472454267	0.412	0.279	1	6	ADH5
TMBIM4	0.00412255208636103	0.589280965695036	0.435	0.288	1	6	TMBIM4
NBEAL1	0.00413259888028518	1.37516516917331	0.129	0.055	1	6	NBEAL1
MTHFS	0.0041383290403093	1.1907539618188	0.129	0.054	1	6	MTHFS
CCDC91	0.00416651210153146	0.917341920623041	0.318	0.196	1	6	CCDC91
WRN.1	0.00418198826958441	0.833974064644631	0.224	0.117	1	6	WRN
HLA-DPA1.4	0.00419520351131856	0.311993842274079	0.365	0.223	1	6	HLA-DPA1
GYPC.3	0.00420833801322943	0.430583181693096	0.671	0.522	1	6	GYPC
VAMP3	0.0042277049283769	0.826682333812456	0.247	0.134	1	6	VAMP3
KLRK1.1	0.00428869130509588	-0.444582672350729	0.624	0.791	1	6	KLRK1
DHRS3.3	0.00429552788670981	-1.19153919527736	0.212	0.347	1	6	DHRS3
PIK3R5	0.00440732060527183	-2.20354541426541	0.035	0.145	1	6	PIK3R5
KCNK6	0.00440818214355499	-2.33736259603219	0.024	0.129	1	6	KCNK6
CMC2.1	0.00442865419379629	-1.10355279316003	0.165	0.305	1	6	CMC2
MEX3C	0.00445095022463321	-1.46829844704996	0.094	0.222	1	6	MEX3C
SATB1-AS1	0.00449272029223971	1.25406854479779	0.118	0.047	1	6	SATB1-AS1
PLCG2.2	0.00449471524217237	0.745432877129522	0.271	0.154	1	6	PLCG2
ATP5F1D.1	0.0045024525651644	0.396354397906939	0.659	0.504	1	6	ATP5F1D
ERGIC1.4	0.00454452173659462	0.798814743578924	0.353	0.223	1	6	ERGIC1
RUNX1.2	0.00455512951478685	-1.4166719224181	0.094	0.223	1	6	RUNX1
SEC22B.1	0.00456285057673889	0.74760337860645	0.341	0.215	1	6	SEC22B
MTURN	0.00462736825257358	1.45220610984216	0.118	0.048	1	6	MTURN
TXN.4	0.00464229026735055	0.624953738948635	0.412	0.271	1	6	TXN
DYNLL1.2	0.00465973931200663	0.375041450598561	0.682	0.514	1	6	DYNLL1
CD83.5	0.0046693547810641	-2.68814814526563	0.059	0.178	1	6	CD83
MIS18BP1	0.00467906031366028	0.733528137795293	0.376	0.244	1	6	MIS18BP1
EPSTI1.4	0.00468677369606491	-1.03912768705533	0.212	0.365	1	6	EPSTI1
GAS7	0.00470658289384144	0.758252848245261	0.412	0.276	1	6	GAS7
RPS6KB2-AS1	0.00471853871206317	1.37516516917331	0.129	0.055	1	6	RPS6KB2-AS1
FRAT2.1	0.00472857585264993	0.887325610364285	0.212	0.11	1	6	FRAT2
CRYBG1	0.00473383424384031	1.11841520754302	0.165	0.078	1	6	CRYBG1
SMIM14.2	0.00473564021216302	0.782670583699496	0.306	0.185	1	6	SMIM14
PAFAH2.3	0.00475477747667268	-2.02237018059455	0.047	0.16	1	6	PAFAH2
LIN54	0.00475837155708816	1.31034795506344	0.106	0.041	1	6	LIN54
ENPP4.1	0.00481537368189717	-1.11145255843733	0.129	0.267	1	6	ENPP4
MAML2.5	0.00482070956920393	0.852819052926686	0.259	0.146	1	6	MAML2
KIR2DL1.2	0.00485646581545779	-3.56361054243748	0.012	0.106	1	6	KIR2DL1
MRPL55	0.00493591146851725	0.88049766413012	0.271	0.156	1	6	MRPL55
TMEM216.1	0.00495507890825554	1.01984015874938	0.224	0.122	1	6	TMEM216
SNRK.3	0.00501054942931582	0.754887529813094	0.271	0.154	1	6	SNRK
APEX2	0.00505078513498001	1.09675620112165	0.165	0.078	1	6	APEX2
ATRAID.1	0.00505740919983299	0.524893996202052	0.482	0.322	1	6	ATRAID
PSMG2.1	0.00506048464576473	0.547882850986513	0.459	0.307	1	6	PSMG2
TMEM131L.1	0.00506371111943243	-1.46017866312067	0.094	0.219	1	6	TMEM131L
EIF3F.2	0.00512170247786922	0.355084359027887	0.765	0.679	1	6	EIF3F
ATXN1.1	0.00512780039130563	-1.24343870075774	0.094	0.225	1	6	ATXN1
MAP3K1	0.00516634227771556	0.844811383289552	0.247	0.139	1	6	MAP3K1
SNRNP200	0.00516907864269225	0.510207841008246	0.471	0.322	1	6	SNRNP200
NUDT16L1.1	0.00519141728457073	0.836183039260926	0.306	0.186	1	6	NUDT16L1
ATP5PO.1	0.00520783612609809	0.515861428078166	0.576	0.446	1	6	ATP5PO
ZNF622.2	0.00523447267275774	0.765673454801413	0.329	0.207	1	6	ZNF622
PDE3B.1	0.00524631629938448	0.63067519112515	0.224	0.115	1	6	PDE3B
KCTD17	0.00524905309610171	1.13996479388373	0.141	0.063	1	6	KCTD17
SGO2	0.00525670070353	1.44344033336083	0.129	0.056	1	6	SGO2
ANKS1A	0.0052692082903487	1.21185307883576	0.118	0.048	1	6	ANKS1A
MAP3K4	0.00527916065353515	0.75668842499404	0.282	0.163	1	6	MAP3K4
KRT10.2	0.00531190715907801	0.538843183177822	0.659	0.558	1	6	KRT10
VPS50	0.00534034157489398	0.965668826340832	0.188	0.095	1	6	VPS50
PUM1	0.00538555505369586	0.5636500945501	0.471	0.324	1	6	PUM1
LMBRD2	0.0053862187384947	1.08355128455772	0.141	0.063	1	6	LMBRD2
HADHB.1	0.00543231909516416	0.769978009159563	0.294	0.175	1	6	HADHB
PPP1R18.3	0.00543490022789813	-0.653808258376916	0.482	0.593	1	6	PPP1R18
FIS1	0.00543625520341379	0.614559453994968	0.541	0.415	1	6	FIS1
TTC7A.1	0.005440775923098	1.33969628731162	0.129	0.056	1	6	TTC7A
ICAM2.3	0.00548458736157989	-0.808999369098172	0.212	0.364	1	6	ICAM2
ESYT2.2	0.00556441342025437	0.694975300922706	0.294	0.171	1	6	ESYT2
LNPK	0.00557743341358565	1.09012483754441	0.165	0.079	1	6	LNPK
ZNF431.1	0.00564560703818661	0.71287181893178	0.259	0.145	1	6	ZNF431
GOLGA2.1	0.00566244309064668	0.770098662267026	0.306	0.185	1	6	GOLGA2
HLA-DRB1.4	0.00567941353018809	0.618669583382556	0.212	0.112	1	6	HLA-DRB1
